,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,22454,66804,8,1,16,triangle,multimat-right-work-distribution,8_1_16_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8679,172858,8,2,1,rectangle,multimat-right-work-distribution,8_2_1_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8442,177671,8,2,1,triangle,multimat-right-work-distribution,8_2_1_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10828,138474,8,2,4,rectangle,multimat-right-work-distribution,8_2_4_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11177,134200,8,2,4,triangle,multimat-right-work-distribution,8_2_4_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,15424,97249,8,2,8,rectangle,multimat-right-work-distribution,8_2_8_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,15978,93886,8,2,8,triangle,multimat-right-work-distribution,8_2_8_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,24556,61075,8,2,16,rectangle,multimat-right-work-distribution,8_2_16_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,24985,60040,8,2,16,triangle,multimat-right-work-distribution,8_2_16_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8285,181004,8,4,1,rectangle,multimat-right-work-distribution,8_4_1_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8086,185544,8,4,1,triangle,multimat-right-work-distribution,8_4_1_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12191,123033,8,4,4,rectangle,multimat-right-work-distribution,8_4_4_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12265,122258,8,4,4,triangle,multimat-right-work-distribution,8_4_4_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,17748,84514,8,4,8,rectangle,multimat-right-work-distribution,8_4_8_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,17422,86081,8,4,8,triangle,multimat-right-work-distribution,8_4_8_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,28117,53338,8,4,16,rectangle,multimat-right-work-distribution,8_4_16_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,27581,54389,8,4,16,triangle,multimat-right-work-distribution,8_4_16_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10157,147626,8,8,1,rectangle,multimat-right-work-distribution,8_8_1_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10391,144346,8,8,1,triangle,multimat-right-work-distribution,8_8_1_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,21205,70738,8,8,4,rectangle,multimat-right-work-distribution,8_8_4_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,21458,69904,8,8,4,triangle,multimat-right-work-distribution,8_8_4_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,35881,41813,8,8,8,rectangle,multimat-right-work-distribution,8_8_8_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,36614,40968,8,8,8,triangle,multimat-right-work-distribution,8_8_8_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,65319,22966,8,8,16,rectangle,multimat-right-work-distribution,8_8_16_rectangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,65584,22872,8,8,16,triangle,multimat-right-work-distribution,8_8_16_triangle,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10166,147522,4,1,1,rectangle,multimat-right-work-distribution,4_1_1_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9792,153238,4,1,1,triangle,multimat-right-work-distribution,4_1_1_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11262,133166,4,1,4,rectangle,multimat-right-work-distribution,4_1_4_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11020,136097,4,1,4,triangle,multimat-right-work-distribution,4_1_4_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
