,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
1,22650,6574,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,22594,6598,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,22711,6593,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,22635,6611,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,22670,6587,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,22674,6591,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,22660,6597,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,22641,6603,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,22684,6580,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,24741,5984,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,24717,6003,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,24689,6036,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,24722,6040,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,24715,6038,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,24739,6017,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,24727,6047,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,24756,6026,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,24747,6045,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,24737,6039,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,29324,5078,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,29351,5098,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,29273,5104,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,29411,5079,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,29344,5095,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,29368,5095,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,29387,5087,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,29387,5086,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,29356,5119,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,29403,5101,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,29331,5085,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,29393,5077,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,29343,5115,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,29418,5084,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,29367,5108,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,29423,5087,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,29403,5103,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,29418,5081,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,29369,5087,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,29410,5097,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,27904,5317,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,27926,5343,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,27915,5346,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,27975,5329,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,27956,5335,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,27990,5350,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,27989,5329,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,27966,5341,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,27939,5331,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,27993,5315,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,28881,5120,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,28877,5144,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,28891,5159,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,28942,5157,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,28838,5165,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,28843,5175,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,28757,5213,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,29020,5147,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,28892,5165,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,28922,5175,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,31131,4763,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,31143,4809,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,31122,4793,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,31182,4812,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,31146,4783,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,31122,4787,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,31129,4808,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,31097,4792,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,31127,4804,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,31173,4799,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,31285,4752,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,31336,4761,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
