,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
7,62039382,3,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,62584147,3,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,62618281,3,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,46566654,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
1,46843902,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
2,46692096,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
3,46861057,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
4,46569217,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
5,46923519,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
6,46588417,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
7,46700031,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,46895103,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,46689025,4,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,39588096,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
1,39739391,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
2,39624702,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
3,39651840,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
4,39453182,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
5,39453182,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
6,39630592,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
7,39563262,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,39674880,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,39859710,4,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,1108062255,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,1108286254,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,1110890380,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,1111004760,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,1110999755,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,1111670043,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,1111184692,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,1111339599,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,1111419799,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,1111230590,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,863305114,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,829967529,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,830350891,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,830315673,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,830430480,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,830737060,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,830668701,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,830388244,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,830743103,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,830693176,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,637138122,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,618484497,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,619052978,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,621911437,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,621786621,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,621979370,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,622183959,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,622311889,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,622379150,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,622011291,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,527775329,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,525534606,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,525489501,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,526480163,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,527434509,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,527790771,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,528314270,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,527890319,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,527331909,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,528730834,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,1134217041,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,1100301879,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,1100968139,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,1100364379,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,1101052612,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,1100913208,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,1102008911,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,1109388183,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,1110577758,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,1110637939,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,854891418,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,822130371,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,822053100,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,823823547,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,824000305,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,823891906,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,825758178,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,829639892,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,830074707,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,830033020,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,617808593,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,616221923,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,616103027,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,616314270,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,616536926,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,616599365,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,616730407,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,616666076,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,616281066,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,617496765,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,545740844,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,522435119,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,521737365,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,522894836,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,524018920,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,523922851,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,524476318,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,524263732,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,525085327,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,524728210,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,16027810546,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,16147939453,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,16224567382,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,16239128906,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,16254273437,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,16259170898,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,16263515625,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,16265236328,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,16263364257,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,16263472656,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,11998920898,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,12072853515,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,12144772460,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,12174864257,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,12183370117,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,12178972656,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,12179818359,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,12181336914,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,12184674804,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,12186680664,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,8980622070,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,8987841796,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,9076210937,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,9080189453,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,9087245117,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,9079978515,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,9080594726,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,9080111328,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,9080093750,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,9080139648,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,7669434570,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,7696118652,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,7754935058,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,7772499023,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,7776939941,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,7779447265,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,7778954101,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,7776840820,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,7777205566,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,7778112792,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,15904622070,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,16047591796,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,16101952148,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,16102275390,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,16102039062,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,16102141601,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,16102166992,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,16102153320,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,16102068359,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,16102095703,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,11914213867,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,11998192382,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,12056742187,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,12071118164,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,12071734375,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,12071376953,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,12071258789,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,12071226562,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,12071643554,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,12070627929,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,8882277343,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,8946358398,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,8979507812,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,8981092773,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,8984084960,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,8982479492,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,8983251953,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,8984326171,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,8983792968,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,8983469726,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,7561914062,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,7597945800,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,7625000976,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,7662512695,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,7662830078,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,7665865234,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,7664953613,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,7664489257,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,7665178222,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,7688861816,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
