,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,224140,671,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
1,225167,667,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
2,225164,667,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
3,225174,667,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
4,225173,667,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
5,225172,666,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
6,225184,667,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
7,225181,667,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
8,225177,667,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
9,225255,667,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
0,201911,747,4,4,2,4,multimat-right-multirow-both,4_2_4_4,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
1,203069,741,4,4,2,4,multimat-right-multirow-both,4_2_4_4,16_16_1_4000,1024256,16,16,256,1,4000,1x4000,one_to_many_saturated
