,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
3,28502474,6,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
4,28575574,6,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
5,28825561,6,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
6,28574719,6,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
7,28801312,6,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,28695721,6,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,28813140,6,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,23968621,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
1,24152356,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
2,24022016,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
3,23840183,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
4,23798193,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
5,23817805,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
6,23815784,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
7,23929292,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,23983250,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,23961308,7,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,733456115,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,733822204,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,733805175,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,733340637,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,734256225,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,734276184,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,734495971,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,734214477,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,734484008,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,734679321,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,507969879,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,509994750,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,509006469,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,511517791,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,511275604,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,510599426,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,510509063,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,511262542,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,511178924,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,511031005,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,385929412,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,384533386,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,384451354,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,384910522,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,386563781,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,386181915,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,384663848,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,386097991,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,386677581,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,386537322,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,322949005,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,323099182,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,323860107,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,323910339,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,323472320,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,324259796,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,324218780,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,324042144,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,322876831,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,324227264,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,727019348,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,726419250,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,727273132,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,726160888,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,726754516,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,727998413,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,726404296,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,728559753,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,728875610,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,728782653,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,501557373,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,501899353,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,502687133,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,501012817,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,502780578,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,503429626,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,503455810,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,503623962,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,503381469,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,503422790,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,377553985,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,377741088,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,378434173,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,378329437,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,378355438,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,378297393,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,378099822,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,378559936,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,380161224,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,379888580,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,317189788,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,315461120,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,316655273,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,317010772,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,316900634,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,316290069,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,317608886,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,317134735,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,316871643,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,317162658,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,10731081054,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,10789457031,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,10827666015,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,10889383789,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,10902777343,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,10927362304,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,10945355468,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,10969134765,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,10990685546,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,11019495117,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,7525201171,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,7546853515,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,7568356933,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,7581002441,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,7596487792,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,7610731933,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,7627885742,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,7643841796,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,7661270996,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,7673923828,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,5685551757,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,5699298339,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,5712250488,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,5725098144,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,5737894531,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,5754458496,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,5769811523,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,5783220214,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,5795602050,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,5805230957,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,4802608886,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,4821603027,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,4840036621,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,4857111328,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,4871383789,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,4892831054,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,4906385742,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,4921435058,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,4930284179,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,4938166992,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,10602101562,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,10650093750,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,10678693359,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,10707445312,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,10740860351,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,10766778320,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,10802500976,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,10832304687,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,10736351562,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,10771368164,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,7333757324,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,7354925781,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,7378375000,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,7401978027,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,7431038574,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,7439049316,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,7450681152,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,7454585937,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,7462413574,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,7476916015,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,5533977050,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,5549646484,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,5574365722,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,5586487792,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,5595849121,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,5603759277,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,5606908203,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,5618281250,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,5628079589,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,5639792480,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,4677275878,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,4688626953,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,4703277343,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,4709844238,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,4719412597,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,4727306640,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,4728683593,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,4736857421,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,4741990722,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,4748572265,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
