,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
3,23285,64421,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,23281,64439,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,23280,64437,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,23281,64441,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,23282,64448,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,23283,64435,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,23283,64423,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,4922,304635,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,4921,305418,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,4922,305240,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,4921,305342,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,4922,305259,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,4922,305164,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,4922,305183,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,4922,305265,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,4923,305265,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,4923,305195,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
