,Kernel,Kernel_iterations,shifts_per_thread_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
4,2162554,69,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
5,2162405,69,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
6,2162480,69,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
7,2162554,69,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
8,2162480,69,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
9,2162613,69,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
0,5921013,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,5970370,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,5991301,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,5962178,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,5976268,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,5994782,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,6001459,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,5996461,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,5979884,26,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,5996216,25,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,5869895,25,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,5868898,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,5868819,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,5869371,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,5869686,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,5869331,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,5869252,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,5869725,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,5870080,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,5869725,26,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,5870919,25,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,5869213,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,5869134,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,5869449,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,5869607,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,5868622,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,5869607,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,5869843,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,5869410,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,5869843,26,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
