,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
4,36891,4056,4,8,1,none,20,multimat-right,4_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,36942,4050,4,8,1,none,20,multimat-right,4_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,36928,4044,4,8,1,none,20,multimat-right,4_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,36979,4065,4,8,1,none,20,multimat-right,4_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,36886,4068,4,8,1,none,20,multimat-right,4_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,36934,4053,4,8,1,none,20,multimat-right,4_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,31316,4720,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,31316,4743,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,31266,4800,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,31302,4781,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,31260,4770,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,31294,4774,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,31242,4777,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,31269,4794,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,31255,4794,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,31293,4801,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,35270,4199,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,35306,4218,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,35212,4234,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,35271,4247,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,35240,4251,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,35300,4238,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,35227,4259,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,35303,4228,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,35196,4261,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,35306,4226,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,54803,2713,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,54825,2723,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
