,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,8701,172331,8,8,1,triangle,multimat-right-work-distribution,8_8_1_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,12137,123551,8,8,4,rectangle,multimat-right-work-distribution,8_8_4_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,10317,145351,8,8,4,triangle,multimat-right-work-distribution,8_8_4_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,15950,94030,8,8,8,rectangle,multimat-right-work-distribution,8_8_8_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,15984,93833,8,8,8,triangle,multimat-right-work-distribution,8_8_8_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,27430,54301,8,8,16,rectangle,multimat-right-work-distribution,8_8_16_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,27329,54499,8,8,16,triangle,multimat-right-work-distribution,8_8_16_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,13985,107215,4,1,1,rectangle,multimat-right-work-distribution,4_1_1_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,13398,111957,4,1,1,triangle,multimat-right-work-distribution,4_1_1_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,13616,110145,4,1,4,rectangle,multimat-right-work-distribution,4_1_4_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,13942,107572,4,1,4,triangle,multimat-right-work-distribution,4_1_4_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14967,100224,4,1,8,rectangle,multimat-right-work-distribution,4_1_8_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14583,102838,4,1,8,triangle,multimat-right-work-distribution,4_1_8_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,19191,78016,4,1,16,rectangle,multimat-right-work-distribution,4_1_16_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,19404,77089,4,1,16,triangle,multimat-right-work-distribution,4_1_16_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,11766,127416,4,2,1,rectangle,multimat-right-work-distribution,4_2_1_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,10836,138345,4,2,1,triangle,multimat-right-work-distribution,4_2_1_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,12712,117913,4,2,4,rectangle,multimat-right-work-distribution,4_2_4_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,11847,126503,4,2,4,triangle,multimat-right-work-distribution,4_2_4_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14703,102429,4,2,8,rectangle,multimat-right-work-distribution,4_2_8_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14477,103587,4,2,8,triangle,multimat-right-work-distribution,4_2_8_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,22017,67390,4,2,16,rectangle,multimat-right-work-distribution,4_2_16_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,22275,66695,4,2,16,triangle,multimat-right-work-distribution,4_2_16_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,10779,139173,4,4,1,rectangle,multimat-right-work-distribution,4_4_1_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,10051,149159,4,4,1,triangle,multimat-right-work-distribution,4_4_1_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14461,103672,4,4,4,rectangle,multimat-right-work-distribution,4_4_4_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,13832,108382,4,4,4,triangle,multimat-right-work-distribution,4_4_4_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,22828,65071,4,4,8,rectangle,multimat-right-work-distribution,4_4_8_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,22331,66489,4,4,8,triangle,multimat-right-work-distribution,4_4_8_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,40282,37042,4,4,16,rectangle,multimat-right-work-distribution,4_4_16_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,40015,37280,4,4,16,triangle,multimat-right-work-distribution,4_4_16_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,10590,141477,4,8,1,rectangle,multimat-right-work-distribution,4_8_1_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,9738,153934,4,8,1,triangle,multimat-right-work-distribution,4_8_1_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,18415,81371,4,8,4,rectangle,multimat-right-work-distribution,4_8_4_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,18024,83159,4,8,4,triangle,multimat-right-work-distribution,4_8_4_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,31528,47298,4,8,8,rectangle,multimat-right-work-distribution,4_8_8_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,31684,47041,4,8,8,triangle,multimat-right-work-distribution,4_8_8_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,58961,25315,4,8,16,rectangle,multimat-right-work-distribution,4_8_16_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,59071,25270,4,8,16,triangle,multimat-right-work-distribution,4_8_16_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14160,105904,8,1,1,rectangle,multimat-right-work-distribution,8_1_1_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,13534,110855,8,1,1,triangle,multimat-right-work-distribution,8_1_1_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,13911,107786,8,1,4,rectangle,multimat-right-work-distribution,8_1_4_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,13729,109188,8,1,4,triangle,multimat-right-work-distribution,8_1_4_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,15796,95018,8,1,8,rectangle,multimat-right-work-distribution,8_1_8_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,15225,98527,8,1,8,triangle,multimat-right-work-distribution,8_1_8_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,19717,75704,8,1,16,rectangle,multimat-right-work-distribution,8_1_16_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,20053,74386,8,1,16,triangle,multimat-right-work-distribution,8_1_16_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,12204,122866,8,2,1,rectangle,multimat-right-work-distribution,8_2_1_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,11329,132328,8,2,1,triangle,multimat-right-work-distribution,8_2_1_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14134,106117,8,2,4,rectangle,multimat-right-work-distribution,8_2_4_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,11666,128525,8,2,4,triangle,multimat-right-work-distribution,8_2_4_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,16339,91789,8,2,8,rectangle,multimat-right-work-distribution,8_2_8_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14267,105312,8,2,8,triangle,multimat-right-work-distribution,8_2_8_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,22916,64821,8,2,16,rectangle,multimat-right-work-distribution,8_2_16_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,23032,64478,8,2,16,triangle,multimat-right-work-distribution,8_2_16_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,11055,135666,8,4,1,rectangle,multimat-right-work-distribution,8_4_1_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,10541,142221,8,4,1,triangle,multimat-right-work-distribution,8_4_1_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14624,102518,8,4,4,rectangle,multimat-right-work-distribution,8_4_4_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,13880,108059,8,4,4,triangle,multimat-right-work-distribution,8_4_4_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,22723,65529,8,4,8,rectangle,multimat-right-work-distribution,8_4_8_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,22862,64977,8,4,8,triangle,multimat-right-work-distribution,8_4_8_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,41156,36225,8,4,16,rectangle,multimat-right-work-distribution,8_4_16_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,41058,36241,8,4,16,triangle,multimat-right-work-distribution,8_4_16_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,12960,115804,8,8,1,rectangle,multimat-right-work-distribution,8_8_1_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,10096,148485,8,8,1,triangle,multimat-right-work-distribution,8_8_1_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,18878,79412,8,8,4,rectangle,multimat-right-work-distribution,8_8_4_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,19070,78477,8,8,4,triangle,multimat-right-work-distribution,8_8_4_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,32885,45350,8,8,8,rectangle,multimat-right-work-distribution,8_8_8_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,33398,44647,8,8,8,triangle,multimat-right-work-distribution,8_8_8_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,61308,24349,8,8,16,rectangle,multimat-right-work-distribution,8_8_16_rectangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,61486,24278,8,8,16,triangle,multimat-right-work-distribution,8_8_16_triangle,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,23104,64618,4,1,1,rectangle,multimat-right-work-distribution,4_1_1_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,22345,67032,4,1,1,triangle,multimat-right-work-distribution,4_1_1_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,22840,63750,4,1,4,rectangle,multimat-right-work-distribution,4_1_4_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,21511,69047,4,1,4,triangle,multimat-right-work-distribution,4_1_4_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,22428,66258,4,1,8,rectangle,multimat-right-work-distribution,4_1_8_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,22565,65904,4,1,8,triangle,multimat-right-work-distribution,4_1_8_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,22937,64764,4,1,16,rectangle,multimat-right-work-distribution,4_1_16_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,24266,61331,4,1,16,triangle,multimat-right-work-distribution,4_1_16_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,18015,83266,4,2,1,rectangle,multimat-right-work-distribution,4_2_1_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,17308,86552,4,2,1,triangle,multimat-right-work-distribution,4_2_1_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,18731,79554,4,2,4,rectangle,multimat-right-work-distribution,4_2_4_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,17235,87004,4,2,4,triangle,multimat-right-work-distribution,4_2_4_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,19423,77025,4,2,8,rectangle,multimat-right-work-distribution,4_2_8_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,18809,79662,4,2,8,triangle,multimat-right-work-distribution,4_2_8_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,26448,56316,4,2,16,rectangle,multimat-right-work-distribution,4_2_16_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,25598,58422,4,2,16,triangle,multimat-right-work-distribution,4_2_16_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,15514,96637,4,4,1,rectangle,multimat-right-work-distribution,4_4_1_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,14363,104388,4,4,1,triangle,multimat-right-work-distribution,4_4_1_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,16425,91306,4,4,4,rectangle,multimat-right-work-distribution,4_4_4_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,16624,90224,4,4,4,triangle,multimat-right-work-distribution,4_4_4_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,25214,59031,4,4,8,rectangle,multimat-right-work-distribution,4_4_8_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,23912,62136,4,4,8,triangle,multimat-right-work-distribution,4_4_8_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,43326,34337,4,4,16,rectangle,multimat-right-work-distribution,4_4_16_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,42263,35214,4,4,16,triangle,multimat-right-work-distribution,4_4_16_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,14838,101086,4,8,1,rectangle,multimat-right-work-distribution,4_8_1_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,13809,108613,4,8,1,triangle,multimat-right-work-distribution,4_8_1_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,20736,71804,4,8,4,rectangle,multimat-right-work-distribution,4_8_4_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,19832,75313,4,8,4,triangle,multimat-right-work-distribution,4_8_4_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,33936,43969,4,8,8,rectangle,multimat-right-work-distribution,4_8_8_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,32702,45608,4,8,8,triangle,multimat-right-work-distribution,4_8_8_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,60789,24563,4,8,16,rectangle,multimat-right-work-distribution,4_8_16_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,61277,24371,4,8,16,triangle,multimat-right-work-distribution,4_8_16_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,23361,63633,8,1,1,rectangle,multimat-right-work-distribution,8_1_1_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,22512,67004,8,1,1,triangle,multimat-right-work-distribution,8_1_1_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,24428,60786,8,1,4,rectangle,multimat-right-work-distribution,8_1_4_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,21509,69059,8,1,4,triangle,multimat-right-work-distribution,8_1_4_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,22061,67328,8,1,8,rectangle,multimat-right-work-distribution,8_1_8_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,23325,63763,8,1,8,triangle,multimat-right-work-distribution,8_1_8_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,28590,52114,8,1,16,rectangle,multimat-right-work-distribution,8_1_16_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,26808,55567,8,1,16,triangle,multimat-right-work-distribution,8_1_16_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,18607,80540,8,2,1,rectangle,multimat-right-work-distribution,8_2_1_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,17358,86251,8,2,1,triangle,multimat-right-work-distribution,8_2_1_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,20415,73164,8,2,4,rectangle,multimat-right-work-distribution,8_2_4_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,18728,79997,8,2,4,triangle,multimat-right-work-distribution,8_2_4_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,22993,64770,8,2,8,rectangle,multimat-right-work-distribution,8_2_8_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,18452,81256,8,2,8,triangle,multimat-right-work-distribution,8_2_8_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,30478,48895,8,2,16,rectangle,multimat-right-work-distribution,8_2_16_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,26012,57239,8,2,16,triangle,multimat-right-work-distribution,8_2_16_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,15876,94475,8,4,1,rectangle,multimat-right-work-distribution,8_4_1_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,14916,100511,8,4,1,triangle,multimat-right-work-distribution,8_4_1_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,19674,76047,8,4,4,rectangle,multimat-right-work-distribution,8_4_4_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,16545,90641,8,4,4,triangle,multimat-right-work-distribution,8_4_4_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,25646,58057,8,4,8,rectangle,multimat-right-work-distribution,8_4_8_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,23967,62003,8,4,8,triangle,multimat-right-work-distribution,8_4_8_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,43053,34586,8,4,16,rectangle,multimat-right-work-distribution,8_4_16_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,43501,34207,8,4,16,triangle,multimat-right-work-distribution,8_4_16_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,14819,101155,8,8,1,rectangle,multimat-right-work-distribution,8_8_1_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,14744,101736,8,8,1,triangle,multimat-right-work-distribution,8_8_1_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,23634,62898,8,8,4,rectangle,multimat-right-work-distribution,8_8_4_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,19838,75280,8,8,4,triangle,multimat-right-work-distribution,8_8_4_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,34386,43349,8,8,8,rectangle,multimat-right-work-distribution,8_8_8_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,34562,43090,8,8,8,triangle,multimat-right-work-distribution,8_8_8_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,63870,23382,8,8,16,rectangle,multimat-right-work-distribution,8_8_16_rectangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,64550,23149,8,8,16,triangle,multimat-right-work-distribution,8_8_16_triangle,32_32_1_8,9216,32,32,1024,1,8,1x8,one_to_many
0,55892,26757,4,1,1,rectangle,multimat-right-work-distribution,4_1_1_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,55381,27039,4,1,1,triangle,multimat-right-work-distribution,4_1_1_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,55430,26861,4,1,4,rectangle,multimat-right-work-distribution,4_1_4_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,54372,27463,4,1,4,triangle,multimat-right-work-distribution,4_1_4_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,60635,24610,4,1,8,rectangle,multimat-right-work-distribution,4_1_8_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,59981,24957,4,1,8,triangle,multimat-right-work-distribution,4_1_8_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,73367,20354,4,1,16,rectangle,multimat-right-work-distribution,4_1_16_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,74196,20155,4,1,16,triangle,multimat-right-work-distribution,4_1_16_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,42847,35003,4,2,1,rectangle,multimat-right-work-distribution,4_2_1_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,42429,35286,4,2,1,triangle,multimat-right-work-distribution,4_2_1_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,46167,32097,4,2,4,rectangle,multimat-right-work-distribution,4_2_4_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,44444,33505,4,2,4,triangle,multimat-right-work-distribution,4_2_4_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,57860,25802,4,2,8,rectangle,multimat-right-work-distribution,4_2_8_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,53305,27981,4,2,8,triangle,multimat-right-work-distribution,4_2_8_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,64325,23240,4,2,16,rectangle,multimat-right-work-distribution,4_2_16_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,59216,25168,4,2,16,triangle,multimat-right-work-distribution,4_2_16_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,43469,34778,4,4,1,rectangle,multimat-right-work-distribution,4_4_1_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,42782,34941,4,4,1,triangle,multimat-right-work-distribution,4_4_1_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,46461,31903,4,4,4,rectangle,multimat-right-work-distribution,4_4_4_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,44420,33536,4,4,4,triangle,multimat-right-work-distribution,4_4_4_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,58168,25664,4,4,8,rectangle,multimat-right-work-distribution,4_4_8_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,53851,27719,4,4,8,triangle,multimat-right-work-distribution,4_4_8_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,64455,23153,4,4,16,rectangle,multimat-right-work-distribution,4_4_16_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,59932,24940,4,4,16,triangle,multimat-right-work-distribution,4_4_16_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,43668,34280,4,8,1,rectangle,multimat-right-work-distribution,4_8_1_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,43278,34611,4,8,1,triangle,multimat-right-work-distribution,4_8_1_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,46114,32134,4,8,4,rectangle,multimat-right-work-distribution,4_8_4_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,44171,33738,4,8,4,triangle,multimat-right-work-distribution,4_8_4_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,60691,24623,4,8,8,rectangle,multimat-right-work-distribution,4_8_8_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,54808,27266,4,8,8,triangle,multimat-right-work-distribution,4_8_8_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,65541,22909,4,8,16,rectangle,multimat-right-work-distribution,4_8_16_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,62012,24068,4,8,16,triangle,multimat-right-work-distribution,4_8_16_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,57327,26260,8,1,1,rectangle,multimat-right-work-distribution,8_1_1_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,56461,26459,8,1,1,triangle,multimat-right-work-distribution,8_1_1_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,56872,26135,8,1,4,rectangle,multimat-right-work-distribution,8_1_4_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,55900,26694,8,1,4,triangle,multimat-right-work-distribution,8_1_4_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,64556,23141,8,1,8,rectangle,multimat-right-work-distribution,8_1_8_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,58827,25378,8,1,8,triangle,multimat-right-work-distribution,8_1_8_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,72826,20531,8,1,16,rectangle,multimat-right-work-distribution,8_1_16_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,76801,19473,8,1,16,triangle,multimat-right-work-distribution,8_1_16_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,43711,34100,8,2,1,rectangle,multimat-right-work-distribution,8_2_1_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,43114,34676,8,2,1,triangle,multimat-right-work-distribution,8_2_1_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,47848,31051,8,2,4,rectangle,multimat-right-work-distribution,8_2_4_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,44720,31262,8,2,4,triangle,multimat-right-work-distribution,8_2_4_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,65299,22877,8,2,8,rectangle,multimat-right-work-distribution,8_2_8_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,57838,25807,8,2,8,triangle,multimat-right-work-distribution,8_2_8_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,79645,18787,8,2,16,rectangle,multimat-right-work-distribution,8_2_16_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,57653,25888,8,2,16,triangle,multimat-right-work-distribution,8_2_16_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,44025,33962,8,4,1,rectangle,multimat-right-work-distribution,8_4_1_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,43229,34512,8,4,1,triangle,multimat-right-work-distribution,8_4_1_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,48058,30682,8,4,4,rectangle,multimat-right-work-distribution,8_4_4_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,45167,33007,8,4,4,triangle,multimat-right-work-distribution,8_4_4_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,66175,22576,8,4,8,rectangle,multimat-right-work-distribution,8_4_8_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,58442,25549,8,4,8,triangle,multimat-right-work-distribution,8_4_8_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,80035,18689,8,4,16,rectangle,multimat-right-work-distribution,8_4_16_rectangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
0,58520,25559,8,4,16,triangle,multimat-right-work-distribution,8_4_16_triangle,64_64_1_2,12288,64,64,4096,1,2,1x2,one_to_many
