,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
4,2113587,71,8,1,2,2,20,multimat-right-multirow-both,8_2_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,2114360,71,8,1,2,2,20,multimat-right-multirow-both,8_2_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,2118308,70,8,1,2,2,20,multimat-right-multirow-both,8_2_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,2111092,70,8,1,2,2,20,multimat-right-multirow-both,8_2_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,2131795,72,8,1,2,2,20,multimat-right-multirow-both,8_2_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,2129210,72,8,1,2,2,20,multimat-right-multirow-both,8_2_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,2095895,72,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,2095879,70,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,2099160,71,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,2101134,71,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,2103200,70,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,2104572,73,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,2104795,72,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,2093317,72,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,2100240,71,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,2089249,73,8,1,2,4,20,multimat-right-multirow-both,8_2_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,2199612,71,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,2187931,66,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,2170835,71,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,2213001,66,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,2209769,69,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,2181768,68,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,2201654,66,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,2221394,66,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,2220247,69,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,2174665,68,8,2,2,1,20,multimat-right-multirow-both,8_2_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1771157,89,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1762427,88,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1771406,90,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1750478,86,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1759475,81,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1755587,85,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1750459,85,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1762913,90,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1747679,85,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1739623,94,8,2,2,2,20,multimat-right-multirow-both,8_2_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1519278,100,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1519380,95,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1512321,100,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1538057,100,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1525881,100,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1522790,100,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1526092,92,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1515973,100,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1542611,95,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1532658,96,8,2,2,4,20,multimat-right-multirow-both,8_2_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1874945,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1875075,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1875307,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1875100,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1875220,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1874990,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1875065,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1875537,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1874887,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1875170,80,8,4,2,1,20,multimat-right-multirow-both,8_2_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1792123,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1792417,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1792527,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1792459,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1792439,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1792166,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1792396,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1792552,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1792289,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1792354,84,8,4,2,2,20,multimat-right-multirow-both,8_2_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1559076,97,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1557992,96,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1562654,95,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1560797,97,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1558290,97,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1559225,97,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1560088,97,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1562568,97,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1556460,96,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1559614,97,8,4,2,4,20,multimat-right-multirow-both,8_2_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1870940,85,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1855092,76,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1864582,82,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1855943,74,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1852625,86,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1837071,78,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1849695,76,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1897353,86,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1840005,85,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1890728,77,8,1,4,1,20,multimat-right-multirow-both,8_4_1_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,2219768,68,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,2274697,65,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,2243382,70,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,2231107,66,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,2225134,68,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,2260557,68,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,2247416,67,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,2236069,66,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,2251080,64,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,2231114,66,8,1,4,2,20,multimat-right-multirow-both,8_4_1_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1822762,82,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1856996,81,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1840898,84,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1825649,83,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1827988,80,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1835873,87,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1837697,83,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1818686,83,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1826400,88,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1839629,86,8,1,4,4,20,multimat-right-multirow-both,8_4_1_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1900522,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1900966,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1900150,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1900884,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1900563,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1900864,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1900784,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1900469,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1900743,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1900961,79,8,2,4,1,20,multimat-right-multirow-both,8_4_2_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1805251,84,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1805417,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1805357,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1805261,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1805631,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1805202,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1805768,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1805244,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1805409,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1805749,83,8,2,4,2,20,multimat-right-multirow-both,8_4_2_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1428305,106,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1428636,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1428616,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1428623,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1428508,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1428595,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1428463,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1428570,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1428371,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1428782,100,8,2,4,4,20,multimat-right-multirow-both,8_4_2_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,3062950,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,3063738,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,3063769,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,3063299,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,3063583,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,3063557,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,3064085,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,3063227,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,3063492,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,3063357,49,8,4,4,1,20,multimat-right-multirow-both,8_4_4_1,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,2314310,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,2314724,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,2314764,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,2314993,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,2314799,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,2314770,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,2314430,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,2314561,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,2315121,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,2315088,65,8,4,4,2,20,multimat-right-multirow-both,8_4_4_2,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,1715425,88,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
1,1715318,87,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
2,1714860,88,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
3,1715746,87,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
4,1715372,88,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
5,1715428,88,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
6,1715176,88,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
7,1715206,87,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
8,1714940,88,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
9,1715210,87,8,4,4,4,20,multimat-right-multirow-both,8_4_4_4,128_128_2_8,163840,128,128,16384,2,8,2x8,n_to_mn
0,5064416,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
1,5050437,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
2,5050552,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
3,5051376,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
4,5048514,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
5,5049186,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
6,5050564,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
7,5053749,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
8,5052332,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
9,5049307,30,8,1,1,4,20,multimat-right-multirow-both,8_1_1_4,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
0,4717541,32,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
1,4689999,32,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
2,4683859,32,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
3,4680407,33,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
4,4686584,32,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
5,4690279,32,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
6,4688376,32,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
7,4683764,32,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
8,4686965,33,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
9,4670468,33,4,1,1,1,20,multimat-right-multirow-both,4_1_1_1,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
0,5173120,30,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
1,5173366,30,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
2,5175985,29,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
3,5166860,30,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
4,5163883,30,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
5,5175087,30,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
6,5170943,29,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
7,5173004,29,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
8,5170584,30,4,1,1,2,20,multimat-right-multirow-both,4_1_1_2,128_128_4_16,327680,128,128,16384,4,16,4x16,n_to_mn
