,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
1,28892,5178,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
2,28799,5182,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
3,28811,5202,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,28813,5162,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,28795,5211,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
6,28790,5220,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,28823,5163,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
8,28774,5225,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
9,28800,5219,4,2,16,rectangle,20,multimat-right-work-distribution,4_2_16_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
0,29209,5127,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
1,29279,5118,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
2,29248,5116,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
3,29237,5132,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,29258,5127,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,29214,5092,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
