,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
9,33655,4450,4,8,1,none,20,multimat-right,4_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,30380,4905,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,30264,4954,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,30238,4945,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,30339,4893,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,30248,4974,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,30284,4934,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,30303,4951,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,30277,4941,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,30262,4937,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,30321,4936,8,1,1,none,20,multimat-right,8_1,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,32748,4558,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,32685,4580,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,32651,4588,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,32650,4578,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,32576,4596,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,32576,4606,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,32648,4590,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,32561,4600,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,32587,4604,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,32637,4593,8,2,1,none,20,multimat-right,8_2,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,35834,4160,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,35752,4193,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,35635,4175,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,35727,4201,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,35665,4199,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,35683,4191,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,35719,4193,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,35604,4200,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,35667,4207,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,35735,4196,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,36476,4078,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,36413,4111,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,36352,4126,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,36457,4122,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,36328,4128,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,36364,4120,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,36403,4119,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,36393,4111,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,36380,4116,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,36461,4101,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,36671,4041,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,36527,4086,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,36607,4079,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,36563,4108,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,36641,4074,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,36566,4091,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,36634,4101,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,36543,4098,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,36662,4079,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,36591,4070,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,38827,3830,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,38531,3879,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,38736,3855,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,38533,3892,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,38740,3869,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,38529,3874,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,38707,3862,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,38531,3892,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,38747,3865,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,38519,3883,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,38967,3820,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,39080,3834,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,38891,3848,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,39014,3825,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,38909,3851,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,39087,3840,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,38917,3843,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,39085,3838,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,38902,3854,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,39068,3825,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,40091,3714,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,40154,3733,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,40088,3752,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,40176,3723,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,40062,3750,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,40187,3730,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,40118,3723,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,40208,3715,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,40033,3746,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,40224,3736,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,37091,3994,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,37082,4028,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,37055,4052,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,37074,4043,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,37047,4038,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,37109,4049,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,37047,4039,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,37129,4031,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,37055,4029,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,37083,4056,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,39190,3791,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,39250,3813,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,39171,3823,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,39265,3813,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,39108,3820,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,39255,3818,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,39135,3820,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,39277,3809,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,39135,3826,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,39275,3814,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,42006,3535,8,4,1,none,20,multimat-right,8_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,41871,3576,8,4,1,none,20,multimat-right,8_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,41987,3574,8,4,1,none,20,multimat-right,8_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,41909,3564,8,4,1,none,20,multimat-right,8_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,41986,3570,8,4,1,none,20,multimat-right,8_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,41908,3572,8,4,1,none,20,multimat-right,8_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,41947,3568,8,4,1,none,20,multimat-right,8_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
