,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
7,1394725,1109,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1395891,1103,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1393613,1106,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,921532,1830,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,989877,1641,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,1002799,1625,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,1002545,1606,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,1003117,1595,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,951266,1642,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,1326866,1169,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,1051024,1469,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1032008,1565,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1032646,1586,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,1855426,835,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,1891304,808,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,1893367,799,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,1892780,800,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,1893362,801,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,1907262,801,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,1917714,793,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,1916520,794,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1917684,792,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1917354,794,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,1075061,1473,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,1116211,1377,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,1114225,1419,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,1147076,1356,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,1145770,1357,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,1148876,1351,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,1151356,1354,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,1150890,1352,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1154891,1351,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1155174,1349,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,738172,2415,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,779524,2135,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,777103,2136,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,802003,2131,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,805121,2090,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,771662,2146,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,812786,2059,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,812722,2074,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,812470,2074,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,816324,2062,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,19933569,77,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
1,19767210,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
2,19776460,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
3,19796876,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
4,19824551,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
5,19872128,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
6,19871179,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
7,19872114,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
8,19860043,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
9,19873689,80,4,1,1,1,none,multimat-both,4_1_1,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
0,14251407,110,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
1,14050078,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
2,14047753,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
3,14070926,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
4,14081268,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
5,14088598,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
6,14027766,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
7,14203197,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
8,14211166,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
9,14671502,100,4,1,2,1,none,multimat-both,4_1_2,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
0,11216201,143,4,1,4,1,none,multimat-both,4_1_4,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
1,11295078,100,4,1,4,1,none,multimat-both,4_1_4,32_32_128_128,262144,32,32,1024,128,128,128x128,n_to_m_saturated
