,Forward FFT,Forward FFT_iterations,Hadamard,Hadamard_iterations,Inverse FFT,Inverse FFT_iterations,Allocation,Allocation_iterations,Plan,Plan_iterations,hadamard_threads_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
19,6167,25516,1756,85419,6386,24682,93806,1,4041973,1,256,fft,,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one
0,5939,26517,1771,85240,5619,28017,219799,1,7741973,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
1,5943,26510,1763,85245,5609,28074,88107,1,4090412,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
2,5945,26526,1769,85176,5603,28051,82084,1,3706379,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
3,5932,26556,1771,85255,5608,28073,82326,1,4197214,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
4,5931,26563,1765,85250,5607,28069,82406,1,3059831,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
5,5940,26519,1767,85116,5599,28111,82203,1,3823774,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
6,5935,26557,1767,85235,5607,28090,81200,1,4672017,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
7,5936,26535,1766,85275,5604,28077,81280,1,4522192,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
8,5933,26559,1767,85245,5598,28127,82058,1,4854517,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
9,5935,26551,1767,85156,5619,28017,232262,1,5132048,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
10,5938,26523,1770,85220,5603,28086,80159,1,4466955,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
11,5936,26542,1767,85205,5615,28036,81301,1,2878545,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
12,5932,26560,1767,85225,5598,28113,226075,1,108005352,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
13,5936,26559,1766,85245,5607,28064,79876,1,4388292,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
14,5934,26542,1766,85245,5604,28114,80442,1,4002796,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
15,5932,26556,1768,85310,5612,28058,87666,1,5010193,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
16,5936,26525,1766,85215,5615,28038,200031,1,4184757,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
17,5942,26511,1768,85265,5619,28023,80757,1,4901245,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
18,5937,26534,1767,85315,5609,28079,85583,1,5006206,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
19,5939,26515,1771,85181,5618,28040,228336,1,5626516,1,256,fft,,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
0,7390,21265,1758,85310,7470,21069,84342,1,8920634,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
1,7395,21246,1754,85484,7484,21015,232790,1,5361779,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
2,7409,21214,1750,85579,7472,21051,82078,1,3178538,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
3,7405,21229,1749,85639,7475,21037,80705,1,4438408,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
4,7401,21220,1750,85509,7476,21027,87453,1,4260618,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
5,7404,21226,1750,85509,7487,21028,244008,1,5043163,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
6,7404,21228,1749,85504,7479,21051,188132,1,5463788,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
