,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
6,7023,214275,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,7014,214099,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,7017,214059,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,7015,213884,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,11620,128959,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,11623,129008,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,11622,129050,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,11624,129054,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,11622,129059,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,11625,129026,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,11622,129037,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,11624,129025,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,11619,129012,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,11624,129045,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,11576,129681,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,11584,129563,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,11576,129564,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,11575,129552,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,11574,129589,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,11575,129578,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,11575,129581,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
