,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,36753,40813,8,8,2,basic-multirow_both,8_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
0,29669,50559,8,8,4,basic-multirow_both,8_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
0,29388,51040,8,8,8,basic-multirow_both,8_8_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
0,62618,23955,4,1,1,basic-multirow_both,4_1_1,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,42544,35256,4,1,2,basic-multirow_both,4_1_2,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,41050,36542,4,1,4,basic-multirow_both,4_1_4,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,39749,37738,4,1,8,basic-multirow_both,4_1_8,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,74191,20219,4,2,1,basic-multirow_both,4_2_1,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,53862,27849,4,2,2,basic-multirow_both,4_2_2,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,61680,24321,4,2,4,basic-multirow_both,4_2_4,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,43238,34694,4,2,8,basic-multirow_both,4_2_8,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,153269,9785,4,4,1,basic-multirow_both,4_4_1,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,75885,19768,4,4,2,basic-multirow_both,4_4_2,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,67791,22127,4,4,4,basic-multirow_both,4_4_4,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,49249,30459,4,4,8,basic-multirow_both,4_4_8,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,107262,10000,4,8,1,basic-multirow_both,4_8_1,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,94511,15873,4,8,2,basic-multirow_both,4_8_2,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,66700,22489,4,8,4,basic-multirow_both,4_8_4,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,60888,24636,4,8,8,basic-multirow_both,4_8_8,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,72751,20618,8,1,1,basic-multirow_both,8_1_1,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,61834,24260,8,1,2,basic-multirow_both,8_1_2,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,61509,24388,8,1,4,basic-multirow_both,8_1_4,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,63281,23706,8,1,8,basic-multirow_both,8_1_8,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,88050,17037,8,2,1,basic-multirow_both,8_2_1,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,70622,21242,8,2,2,basic-multirow_both,8_2_2,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,70068,21408,8,2,4,basic-multirow_both,8_2_4,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,64316,23324,8,2,8,basic-multirow_both,8_2_8,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,153674,9760,8,4,1,basic-multirow_both,8_4_1,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,89506,16760,8,4,2,basic-multirow_both,8_4_2,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,80349,18668,8,4,4,basic-multirow_both,8_4_4,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,71293,21040,8,4,8,basic-multirow_both,8_4_8,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,138250,10000,8,8,1,basic-multirow_both,8_8_1,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,109309,10000,8,8,2,basic-multirow_both,8_8_2,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,85095,17628,8,8,4,basic-multirow_both,8_8_4,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,78582,19088,8,8,8,basic-multirow_both,8_8_8,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,88644,16922,4,1,1,basic-multirow_both,4_1_1,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,61530,24379,4,1,2,basic-multirow_both,4_1_2,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,55857,26856,4,1,4,basic-multirow_both,4_1_4,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,52907,28351,4,1,8,basic-multirow_both,4_1_8,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,102581,10000,4,2,1,basic-multirow_both,4_2_1,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,74103,20243,4,2,2,basic-multirow_both,4_2_2,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,83372,17993,4,2,4,basic-multirow_both,4_2_4,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,55900,26833,4,2,8,basic-multirow_both,4_2_8,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,210336,7131,4,4,1,basic-multirow_both,4_4_1,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,105313,10000,4,4,2,basic-multirow_both,4_4_2,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,90723,16534,4,4,4,basic-multirow_both,4_4_4,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,65208,23005,4,4,8,basic-multirow_both,4_4_8,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,160953,9315,4,8,1,basic-multirow_both,4_8_1,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,134663,10000,4,8,2,basic-multirow_both,4_8_2,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,90522,16571,4,8,4,basic-multirow_both,4_8_4,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,80821,18560,4,8,8,basic-multirow_both,4_8_8,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,103219,10000,8,1,1,basic-multirow_both,8_1_1,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,84518,17748,8,1,2,basic-multirow_both,8_1_2,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,82465,18190,8,1,4,basic-multirow_both,8_1_4,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,84564,17739,8,1,8,basic-multirow_both,8_1_8,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,124970,10000,8,2,1,basic-multirow_both,8_2_1,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,98503,15228,8,2,2,basic-multirow_both,8_2_2,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,95741,15669,8,2,4,basic-multirow_both,8_2_4,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,86479,17346,8,2,8,basic-multirow_both,8_2_8,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,215099,6972,8,4,1,basic-multirow_both,8_4_1,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,121731,10000,8,4,2,basic-multirow_both,8_4_2,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,106889,10000,8,4,4,basic-multirow_both,8_4_4,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,89122,16831,8,4,8,basic-multirow_both,8_4_8,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,180994,8284,8,8,1,basic-multirow_both,8_8_1,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,143732,10000,8,8,2,basic-multirow_both,8_8_2,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,110890,10000,8,8,4,basic-multirow_both,8_8_4,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,104838,10000,8,8,8,basic-multirow_both,8_8_8,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,191404,7836,4,1,1,basic-multirow_both,4_1_1,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
