,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,left_matrices_per_thread,right_matrices_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
9,112536,10000,8,2,4,4,4,multimat-both-multirow-both,8_4_4_2_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
0,99662,15052,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
1,99667,15051,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
2,99671,15051,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
3,99666,15050,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
4,99659,15051,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
5,99659,15052,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
6,99664,15052,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
7,99672,15052,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
8,99669,15051,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
9,99659,15050,8,4,4,4,1,multimat-both-multirow-both,8_4_4_4_1,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
0,85387,17570,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
1,85406,17561,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
2,85407,17565,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
3,85426,17559,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
4,85402,17563,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
5,85432,17558,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
6,85414,17564,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
7,85414,17561,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
8,85421,17563,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
9,85434,17557,8,4,4,4,2,multimat-both-multirow-both,8_4_4_4_2,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
0,79684,18824,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
1,79684,18825,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
2,79684,18825,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
3,79681,18825,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
4,79680,18826,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
5,79682,18825,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
6,79683,18826,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
7,79682,18825,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
8,79682,18825,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
9,79686,18824,8,4,4,4,4,multimat-both-multirow-both,8_4_4_4_4,16_16_32_32,16384,16,16,256,32,32,32x32,n_to_m
0,94973,15805,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,94929,15800,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,94922,15804,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,94918,15803,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,94912,15804,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,94911,15805,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,94914,15805,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,94929,15804,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,94914,15804,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,94915,15806,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,95878,15629,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,95897,15641,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,95901,15642,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,95907,15640,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,95909,15640,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,95909,15640,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,95899,15641,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,95901,15640,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,95917,15641,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,95914,15639,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,95698,15628,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,95701,15673,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,95699,15673,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,95705,15675,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,95694,15675,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,95699,15676,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,95696,15674,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,95690,15673,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,95700,15675,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,95684,15675,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,77141,19457,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,77111,19457,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,77106,19453,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,77115,19455,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,77105,19452,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,77104,19456,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,77093,19455,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,77101,19458,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,77094,19459,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,77097,19455,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,65018,23066,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,64995,23074,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,64971,23081,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,64971,23088,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,64966,23090,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,64967,23089,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,64966,23089,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,64966,23089,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,64971,23089,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,64967,23089,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,64457,23266,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,64454,23272,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,64457,23274,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,64452,23274,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,64456,23273,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,64451,23274,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,64454,23274,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,64451,23274,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,64450,23274,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,64452,23275,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,64678,23190,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,64678,23192,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,64677,23193,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,64674,23193,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,64679,23193,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,64677,23193,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,64676,23193,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,64679,23192,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,64677,23192,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,64674,23193,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,58133,25803,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,58135,25800,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,58136,25804,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,58136,25802,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,58134,25803,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,58136,25802,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,58139,25803,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,58140,25800,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,58139,25800,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,58139,25801,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,48828,30790,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,48840,30712,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,48841,30712,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,48840,30711,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,48842,30712,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,48843,30711,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,48842,30708,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,48841,30713,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,48837,30713,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,48835,30714,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,71741,20906,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,71673,20927,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,71656,20934,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,71650,20935,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,71644,20935,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,71649,20938,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,71638,20938,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,71633,20939,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,71619,20941,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,71616,20945,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,70449,21287,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,70451,21295,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,70444,21291,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,70439,21295,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,70441,21297,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,70433,21296,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,70434,21299,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,70440,21294,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,70433,21295,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,70438,21299,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,68855,21787,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,68841,21792,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,68840,21789,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,68831,21792,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,68827,21795,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,68807,21803,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,68796,21800,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,68792,21805,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,68787,21806,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,68782,21807,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,70751,21199,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,70754,21200,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,70758,21199,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,70757,21199,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,70754,21200,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,70758,21197,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,70760,21199,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,70761,21199,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,70756,21200,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,70755,21201,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,56533,26532,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,56531,26539,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,56530,26536,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,56532,26536,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,56532,26536,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,56526,26533,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,56528,26536,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,56529,26538,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,56526,26534,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,56534,26535,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,52371,28635,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,52370,28643,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,52367,28642,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,52371,28644,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,52371,28644,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,52371,28641,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,52369,28645,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,52369,28643,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,52373,28640,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,52366,28643,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,77711,19303,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,77710,19303,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
2,77710,19303,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
3,77706,19303,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
4,77710,19305,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
5,77718,19303,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
6,77712,19303,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
7,77705,19303,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
8,77709,19304,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
9,77700,19305,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
0,84839,17682,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
1,84842,17681,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,32_32_8_8,16384,32,32,1024,8,8,8x8,n_to_m
