,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
8,1664638,902,4,4,2,1,none,multimat-both,4_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1670021,901,4,4,2,1,none,multimat-both,4_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,1158095,1364,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,1158568,1295,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,1158563,1295,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,1158555,1295,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,1158559,1295,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,1158614,1295,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,1158560,1295,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,1158563,1295,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1158566,1316,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1158551,1295,4,4,4,1,none,multimat-both,4_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,3561011,394,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,3556005,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,3555968,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,3555997,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,3556007,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,3556002,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
