,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
7,1407795,100,8,4,2,basic-multirow_both,8_4_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
8,1408204,100,8,4,2,basic-multirow_both,8_4_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
9,1408501,100,8,4,2,basic-multirow_both,8_4_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
0,1322945,114,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
1,1323130,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
2,1323079,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
3,1323386,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
4,1323161,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
5,1323366,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
6,1322997,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
7,1323192,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
8,1323018,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
9,1323212,100,8,4,4,basic-multirow_both,8_4_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
0,1404612,107,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
1,1404272,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
2,1404313,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
3,1404180,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
4,1404252,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
5,1403924,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
6,1403945,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
7,1404559,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
8,1403924,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
9,1404313,100,8,4,8,basic-multirow_both,8_4_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
0,1423591,106,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
1,1430016,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
2,1431070,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
3,1430558,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
4,1430947,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
5,1429995,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
6,1429882,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
7,1430036,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
8,1434163,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
9,1434193,100,8,8,1,basic-multirow_both,8_8_1,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
0,1198331,126,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
1,1205309,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
2,1200711,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
3,1200558,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
4,1200629,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
5,1200363,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
6,1202503,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
7,1209681,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
8,1200670,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
9,1200373,100,8,8,2,basic-multirow_both,8_8_2,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
0,1111401,136,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
1,1115340,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
2,1115064,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
3,1115197,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
4,1115197,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
5,1115258,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
6,1115187,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
7,1135677,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
8,1124454,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
9,1115422,100,8,8,4,basic-multirow_both,8_8_4,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
0,1401109,107,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
1,1401087,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
2,1400975,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
3,1400750,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
4,1400832,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
5,1400801,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
6,1401026,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
7,1400985,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
8,1400852,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
9,1400862,100,8,8,8,basic-multirow_both,8_8_8,24_24_1_1,1152,24,24,576,1,1,1x1,one_to_one_saturated
0,5370953,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,5371977,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,5372013,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,5372855,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,5372525,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,5373330,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,5372891,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,5372086,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,5370807,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,5372269,28,4,1,1,basic-multirow_both,4_1_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,5421275,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,5419812,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,5420836,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,5421055,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,5419410,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,5420580,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,5420215,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,5420507,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,5421202,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,5421312,28,4,1,2,basic-multirow_both,4_1_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,5428479,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,5426504,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,5428370,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,5427968,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,5429686,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,5428516,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,5427894,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,5428041,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,5427163,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,5428955,28,4,1,4,basic-multirow_both,4_1_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,5430162,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,5428699,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,5429467,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,5428406,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,5429101,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,5429065,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,5429101,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,5429394,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,5428406,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,5428992,28,4,1,8,basic-multirow_both,4_1_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,3770018,41,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,3791104,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,3778969,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,3785984,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,3786316,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,3786700,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,3786163,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,3786726,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,3787622,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,3785907,40,4,2,1,basic-multirow_both,4_2_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,3340697,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,3341221,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,3339742,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,3340560,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,3340333,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,3416951,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,3376430,44,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,3342882,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,3340242,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,3340538,45,4,2,2,basic-multirow_both,4_2_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,3193943,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,3192200,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,3193267,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,3193071,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,3193660,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,3215490,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,3218170,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,3201721,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,3193093,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,3192832,47,4,2,4,basic-multirow_both,4_2_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,3236929,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,3236689,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,3236341,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,3237103,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,3236646,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,3236493,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,3236951,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,3236907,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,3236493,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,3236951,47,4,2,8,basic-multirow_both,4_2_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,2952132,52,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,2954541,51,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,2952573,51,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,2952814,51,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,2951087,51,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,2970704,51,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,2963312,50,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,2952312,51,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,2951950,51,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,2950545,51,4,4,1,basic-multirow_both,4_4_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,2418558,63,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,2433762,61,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,2438590,62,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,2427215,61,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,2427971,61,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,2433519,62,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,2424378,61,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,2441727,62,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,2427870,61,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,2433107,61,4,4,2,basic-multirow_both,4_4_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,2211320,69,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,2206536,67,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,2213918,68,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,2221468,67,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,2215370,67,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,2226787,67,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,2223149,67,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,2211568,68,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,2217021,67,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,2217647,67,4,4,4,basic-multirow_both,4_4_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,2205606,69,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,2210364,68,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,2210198,68,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,2210755,68,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,2210138,68,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,2254607,68,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,2226067,66,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,2218149,68,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,2212267,67,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,2210334,68,4,4,8,basic-multirow_both,4_4_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,2682377,57,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,2689334,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,2697691,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,2697801,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,2697782,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,2698660,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,2698185,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,2700233,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,2698587,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,2700562,56,4,8,1,basic-multirow_both,4_8_1,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,2118783,72,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,2124251,71,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,2130812,70,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,2122503,70,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,2133855,70,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,2137541,70,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,2124569,71,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,2131046,70,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,2129056,70,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,2123410,70,4,8,2,basic-multirow_both,4_8_2,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,1882486,82,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
1,1889992,79,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
2,1891561,79,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
3,1891341,78,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
4,1899208,79,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
5,1890342,79,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
6,1894477,79,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
7,1891185,79,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
8,1892507,79,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
9,1892824,78,4,8,4,basic-multirow_both,4_8_4,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
0,1968899,77,4,8,8,basic-multirow_both,4_8_8,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one_saturated
