,Kernel,Kernel_iterations,warps_per_thread_block,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,929040,1639,8,8,rectangle,basic-work_distribution,8_8_rectangle,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
0,924053,1650,8,8,triangle,basic-work_distribution,8_8_triangle,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
0,963710,1565,8,16,rectangle,basic-work_distribution,8_16_rectangle,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
0,956572,1576,8,16,triangle,basic-work_distribution,8_16_triangle,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
0,2800647,547,4,1,rectangle,basic-work_distribution,4_1_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2793453,548,4,1,triangle,basic-work_distribution,4_1_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2738732,556,4,2,rectangle,basic-work_distribution,4_2_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2734168,558,4,2,triangle,basic-work_distribution,4_2_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2717855,559,4,4,rectangle,basic-work_distribution,4_4_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2717807,560,4,4,triangle,basic-work_distribution,4_4_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2725834,555,4,8,rectangle,basic-work_distribution,4_8_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2723203,557,4,8,triangle,basic-work_distribution,4_8_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2773420,547,4,16,rectangle,basic-work_distribution,4_16_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2757529,549,4,16,triangle,basic-work_distribution,4_16_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2808748,543,8,1,rectangle,basic-work_distribution,8_1_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2800516,547,8,1,triangle,basic-work_distribution,8_1_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2749093,555,8,2,rectangle,basic-work_distribution,8_2_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2740665,557,8,2,triangle,basic-work_distribution,8_2_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2725183,558,8,4,rectangle,basic-work_distribution,8_4_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2723720,558,8,4,triangle,basic-work_distribution,8_4_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2738834,552,8,8,rectangle,basic-work_distribution,8_8_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2733303,554,8,8,triangle,basic-work_distribution,8_8_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2796878,541,8,16,rectangle,basic-work_distribution,8_16_rectangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,2780910,544,8,16,triangle,basic-work_distribution,8_16_triangle,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
