,Kernel,Kernel_iterations,shifts_per_thread_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
2,1186457,100,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
3,1187614,100,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
4,1186929,100,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
5,1188218,100,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
6,1191751,100,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
7,1269022,100,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
8,1266616,100,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
9,1272227,100,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
0,4719167,44,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,5248036,28,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,5335442,28,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,5339026,28,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,5340852,28,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,5765083,28,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,5756652,26,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,5505061,27,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,5372160,28,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,5395923,28,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,3386511,50,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,3571419,42,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,3549525,42,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,3559838,42,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,3585999,42,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,3787975,42,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,3871014,39,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,3790510,39,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,3602007,41,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,3580099,42,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,3409146,49,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,3403124,44,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,3423189,44,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,3428072,44,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,3431237,44,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,3705807,42,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,3709626,41,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,3592643,41,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,3459881,43,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,3444569,43,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
