,Kernel,Kernel_iterations,shifts_per_thread_block,shared_mem_row_size,shared_mem_rows,strided_load,column_group_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,4883,307160,32,128,32,0,1,warp-per-shift-shared-memory,32_128_False_True,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
0,4470,335497,32,128,32,1,0,warp-per-shift-shared-memory,32_128_True_False,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
0,4479,334860,32,128,32,1,1,warp-per-shift-shared-memory,32_128_True_True,32_32_1_1,2048,32,32,1024,1,1,1x1,one_to_one
0,19809,75359,8,32,8,0,0,warp-per-shift-shared-memory,8_32_False_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,18937,78970,8,32,8,0,1,warp-per-shift-shared-memory,8_32_False_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,14818,100930,8,32,8,1,0,warp-per-shift-shared-memory,8_32_True_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,14580,102462,8,32,8,1,1,warp-per-shift-shared-memory,8_32_True_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,16196,92198,8,128,8,0,0,warp-per-shift-shared-memory,8_128_False_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,16195,92189,8,128,8,0,1,warp-per-shift-shared-memory,8_128_False_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12006,124416,8,128,8,1,0,warp-per-shift-shared-memory,8_128_True_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12006,124398,8,128,8,1,1,warp-per-shift-shared-memory,8_128_True_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,16385,91096,8,256,8,0,0,warp-per-shift-shared-memory,8_256_False_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,16385,91116,8,256,8,0,1,warp-per-shift-shared-memory,8_256_False_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12353,120816,8,256,8,1,0,warp-per-shift-shared-memory,8_256_True_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12353,120787,8,256,8,1,1,warp-per-shift-shared-memory,8_256_True_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,14121,105905,16,32,16,0,0,warp-per-shift-shared-memory,16_32_False_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,14555,102686,16,32,16,0,1,warp-per-shift-shared-memory,16_32_False_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,11154,133967,16,32,16,1,0,warp-per-shift-shared-memory,16_32_True_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,11380,131812,16,32,16,1,1,warp-per-shift-shared-memory,16_32_True_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12271,121719,16,128,16,0,0,warp-per-shift-shared-memory,16_128_False_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12272,121715,16,128,16,0,1,warp-per-shift-shared-memory,16_128_False_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,10114,147930,16,128,16,1,0,warp-per-shift-shared-memory,16_128_True_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,10099,147918,16,128,16,1,1,warp-per-shift-shared-memory,16_128_True_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12819,116456,16,256,16,0,0,warp-per-shift-shared-memory,16_256_False_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12853,116458,16,256,16,0,1,warp-per-shift-shared-memory,16_256_False_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,10812,138754,16,256,16,1,0,warp-per-shift-shared-memory,16_256_True_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,10808,138769,16,256,16,1,1,warp-per-shift-shared-memory,16_256_True_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,13828,108499,32,32,32,0,0,warp-per-shift-shared-memory,32_32_False_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,14391,104260,32,32,32,0,1,warp-per-shift-shared-memory,32_32_False_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,11617,129087,32,32,32,1,0,warp-per-shift-shared-memory,32_32_True_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,12286,122096,32,32,32,1,1,warp-per-shift-shared-memory,32_32_True_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,11648,128827,32,128,32,0,0,warp-per-shift-shared-memory,32_128_False_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,11648,128811,32,128,32,0,1,warp-per-shift-shared-memory,32_128_False_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,10079,148810,32,128,32,1,0,warp-per-shift-shared-memory,32_128_True_False,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,10074,148851,32,128,32,1,1,warp-per-shift-shared-memory,32_128_True_True,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
