,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
3,2233211,67,4,8,1,none,20,multimat-right,4_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
4,2238519,67,4,8,1,none,20,multimat-right,4_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
5,2234039,67,4,8,1,none,20,multimat-right,4_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
6,2234888,66,4,8,1,none,20,multimat-right,4_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
7,2238220,67,4,8,1,none,20,multimat-right,4_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
8,2222491,67,4,8,1,none,20,multimat-right,4_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
9,2222140,66,4,8,1,none,20,multimat-right,4_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
0,4557445,25,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
1,4519343,33,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
2,4514732,34,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
3,4515350,34,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
4,4514713,34,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
5,4515044,34,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
6,4517072,34,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
7,4521037,34,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
8,4517229,34,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
9,4515219,34,8,1,1,none,20,multimat-right,8_1,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
0,3385731,31,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
1,3419948,44,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
2,3419333,44,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
3,3419757,44,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
4,3427291,44,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
5,3419635,44,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
