,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,left_matrices_per_thread,right_matrices_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,56977070312,1,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,12070,124258,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,12071,124262,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,12070,124265,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,12070,124265,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,12070,124276,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,12071,124247,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,12071,124252,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,12070,124247,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,12070,124272,4,1,1,1,1,multimat-both-multirow-both,4_1_1_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,9043,165875,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,9043,165883,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,9043,165876,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,9042,165870,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,9042,165872,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,9042,165881,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,9042,165879,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,9042,165868,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,9042,165873,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,9043,165878,4,1,1,1,2,multimat-both-multirow-both,4_1_1_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,9217,162681,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,9217,162698,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,9221,162710,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,9217,162696,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,9222,162708,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,9217,162683,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,9217,162692,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,9220,162718,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,9217,162705,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,9217,162711,4,1,1,1,4,multimat-both-multirow-both,4_1_1_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,15293,98094,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,15291,98079,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,15291,98098,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,15292,98087,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,15292,98089,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,15292,98099,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,15293,98090,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,15290,98097,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,15290,98097,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,15290,98100,4,2,1,1,1,multimat-both-multirow-both,4_1_1_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,10128,148085,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,10128,148096,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,10128,148095,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,10128,148096,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,10128,148098,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,10128,148096,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,10128,148096,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,10128,148096,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,10128,148096,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,10128,148096,4,2,1,1,2,multimat-both-multirow-both,4_1_1_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,11674,128422,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,11673,128462,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,11675,128558,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,11673,128452,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,11673,128470,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,11673,128434,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,11673,128483,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,11675,128477,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,11675,128532,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,11674,128489,4,2,1,1,4,multimat-both-multirow-both,4_1_1_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,25440,58971,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,25437,58977,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,25431,58963,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,25430,58963,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,25431,58975,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,25443,58979,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,25442,58972,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,25432,58976,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,25434,58977,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,25432,58976,4,4,1,1,1,multimat-both-multirow-both,4_1_1_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,12785,117297,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,12785,117309,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,12785,117334,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,12787,117315,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,12787,117307,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,12787,117307,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,12787,117308,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,12786,117305,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,12786,117321,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,12785,117329,4,4,1,1,2,multimat-both-multirow-both,4_1_1_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,11990,125090,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,11991,125097,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,11990,125095,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,11991,125087,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,11990,125100,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,11990,125097,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,11990,125105,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,11990,125110,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,11990,125105,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,11990,125084,4,4,1,1,4,multimat-both-multirow-both,4_1_1_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,19138,78375,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,19138,78378,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,19138,78378,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,19138,78377,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,19138,78378,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,19138,78378,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,19137,78378,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,19138,78377,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,19138,78376,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,19137,78378,4,1,1,2,1,multimat-both-multirow-both,4_1_2_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,11864,126393,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,11864,126423,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,11864,126430,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,11864,126426,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,11864,126432,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,11864,126412,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,11865,126412,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,11864,126421,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,11863,126435,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,11864,126429,4,1,1,2,2,multimat-both-multirow-both,4_1_2_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,12389,121066,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,12392,121053,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,12391,121051,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,12391,121042,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,12389,121070,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,12390,121058,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,12389,121043,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,12389,121051,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,12388,121055,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,12389,121079,4,1,1,2,4,multimat-both-multirow-both,4_1_2_1_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,20521,73082,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,20523,73095,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,20524,73095,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,20522,73088,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,20522,73096,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,20523,73083,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,20523,73092,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,20522,73094,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,20523,73091,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,20524,73083,4,2,1,2,1,multimat-both-multirow-both,4_1_2_2_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,14897,100709,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,14894,100762,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,14900,100618,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,14895,100622,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,14895,100696,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,14895,100761,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,14896,100754,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,14899,100671,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,14895,100661,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,14895,100629,4,2,1,2,2,multimat-both-multirow-both,4_1_2_2_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,14109,106314,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,14120,106273,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,14118,106310,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,14109,106294,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,14111,106297,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,14114,106263,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,14117,106294,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,14108,106286,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,14112,106298,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,14109,106283,4,2,1,2,4,multimat-both-multirow-both,4_1_2_2_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,32198,46591,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,32193,46592,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,32191,46593,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,32190,46596,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,32198,46596,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,32191,46594,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,32197,46596,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,32190,46593,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,32190,46597,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,32190,46594,4,4,1,2,1,multimat-both-multirow-both,4_1_2_4_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,21464,69889,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,21463,69885,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,21464,69889,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,21463,69884,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,21463,69887,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,21462,69883,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,21463,69884,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,21465,69883,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,21465,69882,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,21463,69883,4,4,1,2,2,multimat-both-multirow-both,4_1_2_4_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,14965,100253,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,14965,100201,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,14965,100216,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,14965,100193,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,14963,100203,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,14966,100237,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,14962,100284,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,14962,100257,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,14962,100279,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,14970,100290,4,4,1,2,4,multimat-both-multirow-both,4_1_2_4_4,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,13673,109689,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,13673,109693,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,13673,109679,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,13673,109706,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,13674,109709,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,13676,109700,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,13674,109681,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,13673,109698,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,13674,109695,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,13676,109680,4,1,1,4,1,multimat-both-multirow-both,4_1_4_1_1,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,11942,125614,4,1,1,4,2,multimat-both-multirow-both,4_1_4_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,11943,125602,4,1,1,4,2,multimat-both-multirow-both,4_1_4_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,11941,125582,4,1,1,4,2,multimat-both-multirow-both,4_1_4_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,11943,125587,4,1,1,4,2,multimat-both-multirow-both,4_1_4_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,11944,125595,4,1,1,4,2,multimat-both-multirow-both,4_1_4_1_2,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
