,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
5,7177,208992,4,1,1,8,triangle,multimat-both-work-distribution,4_1_1_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,7177,208992,4,1,1,8,triangle,multimat-both-work-distribution,4_1_1_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,7177,208992,4,1,1,8,triangle,multimat-both-work-distribution,4_1_1_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,7177,208992,4,1,1,8,triangle,multimat-both-work-distribution,4_1_1_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,7177,208992,4,1,1,8,triangle,multimat-both-work-distribution,4_1_1_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,12235,122617,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,12232,122706,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,12235,122680,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,12232,122697,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,12235,122673,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,12232,122693,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,12235,122650,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,12232,122703,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,12236,122664,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,12232,122652,4,1,1,16,rectangle,multimat-both-work-distribution,4_1_1_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,12074,124223,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,12081,124209,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,12073,124319,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,12081,124215,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,12074,124298,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,12081,124221,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,12074,124295,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,12082,124220,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,12074,124317,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,12081,124238,4,1,1,16,triangle,multimat-both-work-distribution,4_1_1_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,2983,502645,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,2983,502761,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,2983,502762,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,2983,502761,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,2983,502765,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,2983,502744,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,2983,502781,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,2983,502761,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,2983,502796,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,2983,502775,4,1,2,1,rectangle,multimat-both-work-distribution,4_1_2_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,2737,548119,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,2738,550735,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,2737,547626,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,2738,550714,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,2738,550673,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,2738,550654,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,2738,550366,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
