,Kernel,Kernel_iterations,shifts_per_thread_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
2,2953256,51,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
3,2953316,51,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
4,2953256,51,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
5,2953055,51,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
6,2953276,51,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
7,2958135,51,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
8,2951188,51,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
9,2950947,51,32,warp-per-shift-simple-indexing,32,192_192_1_1,73728,192,192,36864,1,1,1x1,one_to_one
0,8332557,19,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,8539875,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,8404935,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,8405390,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,8405845,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,8404650,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,8405162,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,8405162,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,8404878,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,8405162,18,4,warp-per-shift-simple-indexing,4,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,8430478,18,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,7980828,18,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,7932065,19,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,7932496,19,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,7931796,19,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,7931472,19,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,7931580,19,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,7931688,19,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,7932766,19,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,7932389,19,16,warp-per-shift-simple-indexing,16,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
0,7914657,19,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
1,7858585,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
2,7875071,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
3,7858380,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,7858534,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,7858380,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,7858688,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,7858636,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,7858790,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,7858943,20,32,warp-per-shift-simple-indexing,32,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
