,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
1,378151,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
2,378109,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
3,378122,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
4,378154,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
5,378076,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
6,378189,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
7,378131,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
8,378173,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
9,378075,397,4,1,1,4,20,multimat-right-multirow-both,4_1_1_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
0,277774,541,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
1,278771,536,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
2,279391,539,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
3,279090,536,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
4,279977,537,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
5,280783,538,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
6,280593,534,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
7,280229,537,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
8,279928,537,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
9,280334,537,4,2,1,1,20,multimat-right-multirow-both,4_1_2_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
0,248333,607,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
1,249942,599,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
2,250054,602,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
3,250271,601,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
4,250345,601,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
5,250404,601,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
6,250341,601,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
7,250426,601,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
8,250353,602,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
9,250279,602,4,2,1,2,20,multimat-right-multirow-both,4_1_2_2,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
0,243469,617,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
1,243660,617,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
2,244737,613,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
3,245012,614,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
4,245264,612,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
5,244727,611,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
6,245263,613,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
7,245202,611,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
8,245431,610,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
9,245491,611,4,2,1,4,20,multimat-right-multirow-both,4_1_2_4,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
0,224394,670,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
1,224999,663,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
2,224959,667,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
3,225155,667,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
4,225932,662,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
5,225000,667,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
6,225566,666,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
7,225332,665,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
8,226279,665,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
9,225922,665,4,4,1,1,20,multimat-right-multirow-both,4_1_4_1,16_16_10_2560,657920,16,16,256,10,2560,10x2560,n_to_mn_saturated
